x y
-1.377018417692121887e+11 5.800607375956441498e+10
-1.436801894252922363e+11 4.100515853392795563e+10
-1.475695594694279480e+11 2.340806961698150635e+10
-1.493133029352351685e+11 5.470635209248123169e+09
-1.488860196210675354e+11 -1.254634149995964432e+10
-1.462939320571496277e+11 -3.038089427134292221e+10
-1.415747939722832031e+11 -4.777372312998703766e+10
-1.347973346604631805e+11 -6.447198389898938751e+10
-1.260602477598753204e+11 -8.023298143685716248e+10
-1.154907399189742889e+11 -9.482771161278015137e+10
-1.032426615150786285e+11 -1.080441994807548065e+11
-8.949424789533035278e+10 -1.196905843687678223e+11
-7.444550542258219910e+10 -1.295979066180432587e+11
-5.831528183623199463e+10 -1.376225554110376892e+11
-4.133806500035051727e+10 -1.436483424252415161e+11
